Word,TF-IDF Value
smr,0.017526215098418764
uma,0.012800044734800222
selection,0.009245733641711463
feature,0.008675955909886558
balinsky,0.007943533186800092
mbfs,0.007680026840880133
meaning,0.005494288411214597
methods,0.004951179709764772
tf,0.004893493653923603
mnb,0.004660206136256054
classification,0.004501072463422519
text,0.0042508550263901336
simske,0.003918809705488045
accuracy,0.003811402596250742
umr,0.0037415515378646804
icf,0.0036442970435182245
class,0.0035261648082114934
ig,0.003486523968845147
svm,0.0034022600000981674
smm,0.003347704007563135
umm,0.003347704007563135
ave,0.0031959002306373102
fs,0.0031507802424123625
eor,0.0031507802424123625
idf,0.0030959099046528444
macro,0.0030627377210274225
features,0.002850005074511567
document,0.0028084019130268627
axis,0.002663250192197759
method,0.002656037570474823
sma,0.0026530847697483185
scores,0.0024995515286726794
table,0.002481375235408088
supervised,0.002431981644056546
performance,0.002394309437674471
number,0.0023855684056139355
mor,0.0023630851818092716
mr,0.002340957149777928
rank,0.002330103068128027
documents,0.0022220378547039336
unsupervised,0.0021148574879937703
test,0.0019805120009317666
cdm,0.0019692376515077262
approach,0.0019589804490063854
words,0.001955851332286565
meaningful,0.0019319443430441865
mcor,0.0017723138863569537
wor,0.0017633695371862376
different,0.0017413159546723425
measure,0.0017201821384790206
